AIRLINE;TRIP;ROU;TYP;PAX;ST;SCHENGEN;AT;BT;POS;BELT;BOUND;HANDLING_TYPE;SIKA;BELT_FIRST;BELT_LAST;EG;LG;DAUER_AUSGABE;STOERGRUND_GD
OS;187;VIE;100;52;06.02.2016 18:45;1;06.02.2016 18:31;06.02.2016 18:36;32;32;1;J;100;06.02.2016 18:47;06.02.2016 18:49;11;13;2;
BA;920;LHR;319;55;06.02.2016 18:45;0;06.02.2016 18:45;06.02.2016 18:47;15;30;1;J;143;06.02.2016 19:05;06.02.2016 19:06;17;19;2;
TK;1706;IST;321;173;06.02.2016 18:55;0;06.02.2016 19:14;06.02.2016 19:00;9;;0;J;180;;;;;;
A3;510;ATH SKG;320;136;06.02.2016 19:00;1;06.02.2016 18:26;06.02.2016 18:29;11*;20;1;J;174;06.02.2016 18:39;06.02.2016 18:47;10;18;8;
AB;6556;TXL;DH4;72;06.02.2016 19:05;1;06.02.2016 19:10;06.02.2016 19:04;43;;0;J;76;;;;;;
PC;326;SAW;32A;158;06.02.2016 19:05;0;06.02.2016 19:49;06.02.2016 19:35;24;;0;J;180;;;;;;
LH;137;FRA;319;82;06.02.2016 19:10;1;06.02.2016 19:12;06.02.2016 19:01;10;;0;J;138;;;;;;
LX;1175;ZRH;100;28;06.02.2016 19:25;1;06.02.2016 19:23;06.02.2016 19:13;13;;0;J;100;;;;;;
BA;919;LHR;319;49;06.02.2016 19:35;0;06.02.2016 19:44;06.02.2016 19:31;15;;0;J;143;;;;;;
4U;2007;TXL;319;117;06.02.2016 19:35;1;06.02.2016 19:32;06.02.2016 19:35;45;10;1;J;150;06.02.2016 19:45;06.02.2016 19:46;9;11;2;
LH;2150;MUC;CR9;37;06.02.2016 19:40;1;06.02.2016 19:34;06.02.2016 19:38;43;10;1;J;90;06.02.2016 19:49;06.02.2016 19:52;11;14;3;
A3;511;SKG ATH;320;134;06.02.2016 19:45;1;06.02.2016 19:54;06.02.2016 19:43;11;;0;J;174;;;;;;
DE;1453;FUE;32B;190;06.02.2016 19:45;1;06.02.2016 19:22;06.02.2016 19:25;10;11;1;J;220;06.02.2016 19:36;06.02.2016 19:46;11;21;10;
LH;2151;MUC;CR9;42;06.02.2016 20:15;1;06.02.2016 20:21;06.02.2016 20:16;43;;0;J;90;;;;;;
X3;2169;LPA;73H;176;06.02.2016 21:10;1;06.02.2016 20:58;06.02.2016 21:00;17;32;1;J;189;06.02.2016 21:11;06.02.2016 21:22;10;21;11;
TK;1709;IST;320;74;06.02.2016 21:50;0;06.02.2016 21:34;06.02.2016 21:39;9;10;1;J;159;06.02.2016 21:45;06.02.2016 22:03;6;24;18;
KL;1879;AMS;E90;40;06.02.2016 22:25;1;06.02.2016 22:15;06.02.2016 22:20;15;32;1;J;100;06.02.2016 22:26;06.02.2016 22:28;6;7;1;
LH;136;FRA;733;50;06.02.2016 22:25;1;06.02.2016 22:33;06.02.2016 22:35;11;10;1;J;139;06.02.2016 22:46;06.02.2016 22:49;11;14;3;
4U;2649;FAO;320;45;06.02.2016 22:25;1;06.02.2016 22:31;06.02.2016 22:35;43;11;1;J;174;06.02.2016 22:44;06.02.2016 22:45;9;10;1;
AB;7689;PMI;320;107;06.02.2016 22:45;1;06.02.2016 22:29;06.02.2016 22:32;13;31;1;J;180;06.02.2016 22:39;06.02.2016 22:52;7;20;13;
AB;6563;TXL;DH4;44;06.02.2016 22:50;1;06.02.2016 22:37;06.02.2016 22:40;63D;30;1;J;76;06.02.2016 22:50;06.02.2016 22:51;10;11;1;
X3;2168;LPA;73H;189;07.02.2016 05:50;1;07.02.2016 06:00;07.02.2016 05:46;17;;0;J;189;;;;;;
AB;3024;LPA;320;176;07.02.2016 06:00;1;07.02.2016 06:29;07.02.2016 06:16;16;;0;J;180;;;;;;
KL;1866;AMS;E90;83;07.02.2016 06:00;1;07.02.2016 06:09;07.02.2016 05:51;15;;0;J;100;;;;;;
AB;6530;TXL;DH4;49;07.02.2016 06:20;1;07.02.2016 06:26;07.02.2016 06:17;61D;;0;J;76;;;;;;
AB;6833;DUS;DH4;34;07.02.2016 06:40;1;07.02.2016 06:44;07.02.2016 06:40;63D;;0;J;76;;;;;;
AF;1609;CDG;E70;39;07.02.2016 06:45;1;07.02.2016 06:50;07.02.2016 06:40;14;;0;J;76;;;;;;
AB;7223;AUH;32A;93;07.02.2016 06:50;0;07.02.2016 06:24;07.02.2016 06:27;15;32;1;J;146;07.02.2016 06:36;07.02.2016 06:51;9;23;14;
LH;127;FRA;733;77;07.02.2016 07:00;1;07.02.2016 07:01;07.02.2016 06:55;11;;0;J;139;;;;;;
TK;1710;IST;320;142;07.02.2016 07:00;0;07.02.2016 07:50;07.02.2016 07:33;9;;0;J;159;;;;;;
LX;1164;ZRH;AR1;17;07.02.2016 07:50;1;07.02.2016 07:48;07.02.2016 07:50;14;31;1;J;97;07.02.2016 07:56;07.02.2016 07:57;5;7;2;
4U;2536;AGP;319;121;07.02.2016 08:05;1;07.02.2016 08:14;07.02.2016 08:02;19;;0;J;144;;;;;;
LH;126;FRA;319;47;07.02.2016 08:15;1;07.02.2016 08:06;07.02.2016 08:10;11;11;1;J;138;07.02.2016 08:20;07.02.2016 08:23;11;13;2;Mixed Transfer + Lokal
LX;1165;ZRH;AR1;80;07.02.2016 08:20;1;07.02.2016 08:33;07.02.2016 08:22;14;;0;J;97;;;;;;
XQ;150;AYT;73H;167;07.02.2016 08:35;0;07.02.2016 08:28;07.02.2016 08:33;24;32;1;J;189;07.02.2016 08:43;07.02.2016 09:01;10;28;18;Verzögerung beim Gepäcktransport
X3;2254;ACE;73H;166;07.02.2016 08:35;1;07.02.2016 08:46;07.02.2016 08:33;35;;0;J;189;;;;;;
DL;116;ATL;76W;192;07.02.2016 08:35;0;07.02.2016 07:41;07.02.2016 07:45;9;10;1;J;225;07.02.2016 07:53;07.02.2016 08:12;8;27;19;
LH;131;FRA;319;87;07.02.2016 08:50;1;07.02.2016 08:54;07.02.2016 08:45;11;;0;J;138;;;;;;
LH;2144;MUC;CR9;33;07.02.2016 09:00;1;07.02.2016 08:57;07.02.2016 08:59;17;11;1;J;90;07.02.2016 09:09;07.02.2016 09:11;10;11;1;
DE;1458;TFS;32B;204;07.02.2016 09:00;1;07.02.2016 09:20;07.02.2016 09:07;10;;0;J;220;;;;;;
AB;6834;DUS;DH4;26;07.02.2016 09:30;1;07.02.2016 09:25;07.02.2016 09:28;51;30;1;J;76;07.02.2016 09:39;07.02.2016 09:41;11;12;1;
XQ;151;AYT;73H;188;07.02.2016 09:35;0;07.02.2016 09:52;07.02.2016 09:38;24;;0;J;189;;;;;;
LH;2145;MUC;CR9;65;07.02.2016 09:40;1;07.02.2016 09:46;07.02.2016 09:36;17;;0;J;90;;;;;;
AB;7222;AUH;32A;144;07.02.2016 09:45;0;07.02.2016 09:50;07.02.2016 09:41;15;;0;J;146;;;;;;
4U;2860;NAP;319;143;07.02.2016 10:00;1;07.02.2016 10:37;07.02.2016 10:30;45;;0;J;150;;;;;;
AB;6837;DUS;DH4;29;07.02.2016 10:00;1;07.02.2016 10:06;07.02.2016 10:00;51;;0;J;76;;;;;;
AF;1408;CDG;E70;33;07.02.2016 10:05;1;07.02.2016 09:48;07.02.2016 09:51;14*;20;1;J;76;07.02.2016 10:01;07.02.2016 10:02;10;11;1;
BA;918;LHR;319;25;07.02.2016 10:05;0;07.02.2016 10:25;07.02.2016 10:28;16;31;1;J;143;07.02.2016 10:39;07.02.2016 10:41;11;13;2;
AB;6537;TXL;DH4;54;07.02.2016 10:15;1;07.02.2016 10:11;07.02.2016 10:13;52;30;1;J;76;07.02.2016 10:24;07.02.2016 10:41;10;27;17;
DL;117;ATL;76W;145;07.02.2016 10:20;0;07.02.2016 10:17;07.02.2016 10:04;9;;0;J;225;;;;;;
4U;2976;ZAG;319;123;07.02.2016 10:20;0;07.02.2016 10:33;07.02.2016 10:28;41;;0;J;144;;;;;;
LX;1176;ZRH;AR1;36;07.02.2016 10:20;1;07.02.2016 10:05;07.02.2016 10:10;11;11;1;J;97;07.02.2016 10:20;07.02.2016 10:21;10;11;1;
TK;1701;IST;321;57;07.02.2016 10:25;0;07.02.2016 10:08;07.02.2016 10:13;24;10;1;J;180;07.02.2016 10:21;07.02.2016 10:30;9;17;8;
LH;128;FRA;319;71;07.02.2016 10:30;1;07.02.2016 10:27;07.02.2016 10:30;10;11;1;J;138;07.02.2016 10:43;07.02.2016 10:48;13;18;5;
OS;178;VIE;100;77;07.02.2016 10:35;1;07.02.2016 10:44;07.02.2016 10:35;32;;0;J;100;;;;;;
BA;917;LHR;319;92;07.02.2016 10:45;0;07.02.2016 11:20;07.02.2016 11:04;16;;0;J;143;;;;;;
AF;1409;CDG;E70;67;07.02.2016 10:50;1;07.02.2016 11:00;07.02.2016 10:48;14;;0;J;76;;;;;;
AB;6540;TXL;DH4;67;07.02.2016 10:55;1;07.02.2016 10:58;07.02.2016 10:53;52;;0;J;76;;;;;;
4U;2604;LIS;320;160;07.02.2016 10:55;1;07.02.2016 11:02;07.02.2016 10:54;43;;0;J;174;;;;;;
SU;2336;SVO;73H;88;07.02.2016 10:55;0;07.02.2016 10:30;07.02.2016 10:34;15;32;1;J;158;07.02.2016 10:44;07.02.2016 10:48;9;13;4;
LX;1177;ZRH;AR1;69;07.02.2016 11:00;1;07.02.2016 11:09;07.02.2016 10:58;11;;0;J;97;;;;;;
LH;133;FRA;319;98;07.02.2016 11:05;1;07.02.2016 11:15;07.02.2016 11:03;10;;0;J;138;;;;;;
DE;1480;LPA;320;168;07.02.2016 11:15;1;07.02.2016 11:46;07.02.2016 11:36;12;;0;J;180;;;;;;
TK;1702;IST;321;180;07.02.2016 11:20;0;07.02.2016 11:37;07.02.2016 11:26;24;;0;J;180;;;;;;
KL;1869;AMS;E90;62;07.02.2016 11:25;1;07.02.2016 11:18;07.02.2016 11:21;14;30;1;J;100;07.02.2016 11:34;07.02.2016 11:37;14;17;3;
SM;495;HRG;320;124;07.02.2016 11:30;0;07.02.2016 11:35;07.02.2016 11:42;45;40;1;J;177;07.02.2016 12:00;07.02.2016 12:15;18;33;15;
TK;1743;SAW;73H;115;07.02.2016 11:35;0;07.02.2016 11:23;07.02.2016 11:29;9;10;1;J;165;07.02.2016 11:40;07.02.2016 11:51;11;22;11;
AB;6655;HAM;320;45;07.02.2016 11:35;1;07.02.2016 11:13;07.02.2016 11:19;11;11;1;J;180;07.02.2016 11:27;07.02.2016 11:28;8;9;1;
AB;7688;PMI;320;171;07.02.2016 11:40;1;07.02.2016 11:44;07.02.2016 11:32;13;;0;J;180;;;;;;
4U;5712;PRN;319;129;07.02.2016 11:45;0;07.02.2016 12:01;07.02.2016 11:59;42;;0;J;144;;;;;;
4U;2964;SPU;319;135;07.02.2016 12:00;0;07.02.2016 12:20;07.02.2016 12:11;33;;0;J;144;;;;;;
SU;2337;SVO;73H;135;07.02.2016 12:05;0;07.02.2016 12:12;07.02.2016 12:00;15;;0;J;158;;;;;;
KL;1870;AMS;E90;91;07.02.2016 12:10;1;07.02.2016 12:08;07.02.2016 11:59;14;;0;J;100;;;;;;
AB;6656;HAM;320;107;07.02.2016 12:15;1;07.02.2016 12:18;07.02.2016 12:04;11;;0;J;180;;;;;;
LH;2146;MUC;CR9;46;07.02.2016 12:25;1;07.02.2016 12:16;07.02.2016 12:20;17;11;1;J;90;07.02.2016 12:32;07.02.2016 12:34;12;15;3;
4U;2460;LHR;319;125;07.02.2016 12:25;0;07.02.2016 12:35;07.02.2016 12:26;40;;0;J;144;;;;;;
SM;496;HAJ HRG;320;152;07.02.2016 12:30;0;07.02.2016 12:51;07.02.2016 12:41;45;;0;J;177;;;;;;
TK;1744;SAW;73H;164;07.02.2016 12:35;0;07.02.2016 12:43;07.02.2016 12:30;9;;0;J;165;;;;;;
4U;6902;CGN;320;0;07.02.2016 12:55;1;07.02.2016 12:50;07.02.2016 12:54;43;;1;P;0;;;;;;
LH;2147;MUC;CR9;71;07.02.2016 13:00;1;07.02.2016 13:10;07.02.2016 12:59;17;;0;J;90;;;;;;
PC;321;SAW;73H;140;07.02.2016 13:05;0;07.02.2016 13:00;07.02.2016 13:04;15;32;1;J;189;07.02.2016 13:18;07.02.2016 13:26;14;22;8;
8Q;495;IST;320;71;07.02.2016 13:15;0;07.02.2016 13:07;07.02.2016 13:10;45;40;1;J;180;07.02.2016 13:25;07.02.2016 13:31;15;22;7;
LX;1168;ZRH;DH4;15;07.02.2016 13:20;1;07.02.2016 13:08;07.02.2016 13:12;41;30;1;J;76;07.02.2016 13:22;07.02.2016 13:23;10;11;1;
4U;2977;ZAG;319;98;07.02.2016 13:25;0;07.02.2016 13:16;07.02.2016 13:19;10*;31;1;J;144;07.02.2016 13:29;07.02.2016 13:32;10;13;3;
EZY;6915;EDI;319;91;07.02.2016 13:35;0;07.02.2016 13:13;07.02.2016 13:17;19;32;1;J;156;07.02.2016 13:25;07.02.2016 13:28;9;11;2;
TK;1703;IST;320;82;07.02.2016 13:45;0;07.02.2016 13:38;07.02.2016 13:43;9;10;1;J;159;07.02.2016 13:48;07.02.2016 14:06;5;23;18;
PC;322;SAW;73H;172;07.02.2016 13:45;0;07.02.2016 13:56;07.02.2016 13:45;15;;0;J;189;;;;;;
XQ;972;ADB;73H;154;07.02.2016 13:50;0;07.02.2016 13:36;07.02.2016 13:39;17;41;1;J;189;07.02.2016 13:51;07.02.2016 14:10;12;31;19;
LH;130;FRA;733;92;07.02.2016 13:55;1;07.02.2016 13:53;07.02.2016 13:56;11;11;1;J;139;07.02.2016 14:05;07.02.2016 14:08;9;13;4;
8Q;496;IST;320;146;07.02.2016 13:55;0;07.02.2016 14:37;07.02.2016 14:28;45;;0;J;180;;;;;;
EZY;6916;EDI;319;121;07.02.2016 14:05;0;07.02.2016 14:07;07.02.2016 13:56;19;;0;J;156;;;;;;
4U;2180;AMS;319;132;07.02.2016 14:05;1;07.02.2016 14:22;07.02.2016 14:09;34;;0;J;144;;;;;;
4U;2884;FCO;320;172;07.02.2016 14:05;1;07.02.2016 14:20;07.02.2016 14:13;43;;0;J;174;;;;;;
AB;6545;TXL;DH4;41;07.02.2016 14:10;1;07.02.2016 14:02;07.02.2016 14:03;61D;30;1;J;76;07.02.2016 14:14;07.02.2016 14:16;12;13;1;
4U;2861;NAP;319;136;07.02.2016 14:15;1;07.02.2016 14:35;07.02.2016 14:42;40;11;1;J;150;07.02.2016 14:52;07.02.2016 14:59;10;17;7;
4U;2537;AGP;319;98;07.02.2016 14:25;1;07.02.2016 14:17;07.02.2016 14:19;42;10;1;J;144;07.02.2016 14:34;07.02.2016 14:37;15;18;3;
LH;135;FRA;733;62;07.02.2016 14:30;1;07.02.2016 14:38;07.02.2016 14:28;11;;0;J;139;;;;;;
VY;1866;BCN;320;107;07.02.2016 14:40;1;07.02.2016 14:30;07.02.2016 14:34;12;11;1;J;180;07.02.2016 14:42;07.02.2016 14:45;8;10;2;
4U;2754;VIE;319;107;07.02.2016 14:40;1;07.02.2016 14:47;07.02.2016 14:41;50;;0;J;144;;;;;;
XQ;973;ADB;73H;189;07.02.2016 14:40;0;07.02.2016 14:49;07.02.2016 14:38;17;;0;J;189;;;;;;
TK;1704;IST;320;146;07.02.2016 14:45;0;07.02.2016 15:21;07.02.2016 15:06;9;;0;J;159;;;;;;
AB;6548;TXL;DH4;66;07.02.2016 14:55;1;07.02.2016 14:55;07.02.2016 14:50;61D;;0;J;76;;;;;;
VY;6696;FCO;32A;122;07.02.2016 14:55;1;07.02.2016 14:53;07.02.2016 14:56;11;10;1;J;180;07.02.2016 15:02;07.02.2016 15:07;6;11;5;
AB;8778;VCE;DH4;47;07.02.2016 15:00;1;07.02.2016 15:06;07.02.2016 15:01;62D;;0;J;76;;;;;;
LX;1169;ZRH;DH4;37;07.02.2016 15:05;1;07.02.2016 15:03;07.02.2016 14:56;41;;0;J;76;;;;;;
4U;2004;TXL;319;137;07.02.2016 15:10;1;07.02.2016 16:07;07.02.2016 15:55;10;;0;J;144;;;;;;
FR;3246;MAN;73H;152;07.02.2016 15:10;0;07.02.2016 15:09;07.02.2016 15:12;15*;32;1;J;189;07.02.2016 15:21;07.02.2016 15:24;9;12;3;Verzögerung bei der Ausladung
EW;4974;BRE;CR9;58;07.02.2016 15:15;1;07.02.2016 15:22;07.02.2016 15:16;64D;;0;J;90;;;;;;
4U;2062;RLG;319;59;07.02.2016 15:20;1;07.02.2016 15:28;07.02.2016 15:21;42;;0;J;144;;;;;;
VY;1867;BCN;320;151;07.02.2016 15:20;1;07.02.2016 15:23;07.02.2016 15:13;12;;0;J;180;;;;;;
4U;2965;SPU;319;135;07.02.2016 15:30;0;07.02.2016 15:29;07.02.2016 15:32;45;31;1;J;144;07.02.2016 15:45;07.02.2016 15:47;12;14;2;
VY;6697;FCO;32A;147;07.02.2016 15:35;1;07.02.2016 15:46;07.02.2016 15:33;11;;0;J;180;;;;;;
FR;3247;MAN;73H;156;07.02.2016 15:35;0;07.02.2016 15:54;07.02.2016 15:42;15*;;0;J;189;;;;;;
AB;6659;HAM;73W;56;07.02.2016 15:35;1;07.02.2016 15:26;07.02.2016 15:29;13;30;1;J;144;07.02.2016 15:36;07.02.2016 15:37;7;9;2;
AB;3025;LPA;320;96;07.02.2016 15:40;1;07.02.2016 15:45;07.02.2016 15:49;14;31;1;J;180;07.02.2016 16:03;07.02.2016 16:13;14;23;9;
X3;2169;LPA;73H;187;07.02.2016 15:50;1;07.02.2016 15:42;07.02.2016 15:47;12;11;1;J;189;07.02.2016 15:56;07.02.2016 16:15;10;28;18;
4U;6903;HAM;320;;07.02.2016 16:00;1;;;CL;;0;P;0;;;;;;
4U;2026;DRS;319;108;07.02.2016 16:05;1;07.02.2016 16:15;07.02.2016 16:06;44;;0;J;144;;;;;;
LH;2148;MUC;CR9;63;07.02.2016 16:10;1;07.02.2016 16:03;07.02.2016 16:10;42;10;1;J;90;07.02.2016 16:20;07.02.2016 16:22;9;12;3;
4U;8004;TXL;320;104;07.02.2016 16:15;1;07.02.2016 16:00;07.02.2016 16:03;10;10;1;J;174;07.02.2016 16:14;07.02.2016 16:16;11;13;2;
4U;3017;HAJ;319;78;07.02.2016 16:15;1;07.02.2016 16:16;07.02.2016 16:07;45;;0;J;144;;;;;;
AB;3397;PMI;320;98;07.02.2016 16:20;1;07.02.2016 16:05;07.02.2016 16:11;15;32;1;J;180;07.02.2016 16:20;07.02.2016 16:27;9;16;7;
4U;2041;HAM;319;107;07.02.2016 16:20;1;07.02.2016 16:13;07.02.2016 16:17;43;11;1;J;150;07.02.2016 16:27;07.02.2016 16:28;10;11;1;
AB;2538;AGP;320;178;07.02.2016 16:25;1;07.02.2016 16:56;07.02.2016 16:43;14;;0;J;180;;;;;;
AB;6660;HAM;73W;85;07.02.2016 16:25;1;07.02.2016 16:26;07.02.2016 16:17;13;;0;J;144;;;;;;
4U;2461;LHR;319;82;07.02.2016 16:30;0;07.02.2016 16:18;07.02.2016 16:24;41;31;1;J;144;07.02.2016 16:34;07.02.2016 16:36;10;13;3;
4U;5713;PRN;319;139;07.02.2016 16:30;0;07.02.2016 16:21;07.02.2016 16:24;44;30;1;J;144;07.02.2016 16:35;07.02.2016 16:46;11;22;11;
AB;8798;CTA;321;209;07.02.2016 16:50;1;07.02.2016 17:13;07.02.2016 17:01;31;;0;J;210;;;;;;
4U;8005;TXL;320;161;07.02.2016 16:50;1;07.02.2016 17:06;07.02.2016 16:55;10;;0;J;174;;;;;;
X3;2172;PMI;73H;188;07.02.2016 16:50;1;07.02.2016 17:00;07.02.2016 16:49;12;;0;J;189;;;;;;
LH;2149;MUC;CR9;59;07.02.2016 16:50;1;07.02.2016 16:57;07.02.2016 16:49;42;;0;J;90;;;;;;
AB;6842;DUS;DH4;35;07.02.2016 16:55;1;07.02.2016 16:52;07.02.2016 16:57;50;30;1;J;76;07.02.2016 17:02;07.02.2016 17:03;5;6;1;
4U;2040;HAM;319;140;07.02.2016 16:55;1;07.02.2016 17:08;07.02.2016 17:00;40;;0;J;150;;;;;;
XG;1074;CGN;73H;0;07.02.2016 17:00;1;07.02.2016 16:49;07.02.2016 16:52;46;;1;P;0;;;;;;
4U;2464;LHR;319;101;07.02.2016 17:05;0;07.02.2016 17:19;07.02.2016 17:12;43;;0;J;150;;;;;;
AB;3396;PMI;320;177;07.02.2016 17:05;1;07.02.2016 17:16;07.02.2016 17:03;15;;0;J;180;;;;;;
4U;2520;BCN;319;116;07.02.2016 17:10;1;07.02.2016 17:11;07.02.2016 17:04;44;;0;J;144;;;;;;
SK;1655;CPH;CR9;42;07.02.2016 17:15;1;07.02.2016 17:17;07.02.2016 17:24;42;30;1;J;88;07.02.2016 17:31;07.02.2016 17:32;7;8;1;
4U;2181;AMS;319;133;07.02.2016 17:25;1;07.02.2016 17:09;07.02.2016 17:12;40;11;1;J;144;07.02.2016 17:22;07.02.2016 17:23;10;12;2;
4U;2605;LIS;320;88;07.02.2016 17:25;1;07.02.2016 17:15;07.02.2016 17:18;45;10;1;J;174;07.02.2016 17:50;07.02.2016 17:52;31;33;2;
AB;6845;DUS;DH4;23;07.02.2016 17:35;1;07.02.2016 17:30;07.02.2016 17:26;50;;0;J;76;;;;;;
LH;132;FRA;319;82;07.02.2016 17:40;1;07.02.2016 17:35;07.02.2016 17:39;11;10;1;J;138;07.02.2016 17:49;07.02.2016 17:56;10;17;7;
EZY;2571;MXP;319;75;07.02.2016 17:40;1;07.02.2016 17:22;07.02.2016 17:26;19;31;1;J;156;07.02.2016 17:38;07.02.2016 17:39;12;13;1;
SK;1656;CPH;CR9;40;07.02.2016 17:45;1;07.02.2016 18:11;07.02.2016 18:00;42;;0;J;88;;;;;;
KL;1875;AMS;E90;78;07.02.2016 17:45;1;07.02.2016 17:37;07.02.2016 17:44;53;32;1;J;100;07.02.2016 17:52;07.02.2016 17:54;9;11;2;
4U;2755;VIE;319;94;07.02.2016 17:50;1;07.02.2016 17:31;07.02.2016 17:35;12;11;1;J;144;07.02.2016 17:45;07.02.2016 17:47;11;13;2;
TK;1705;IST;32B;130;07.02.2016 17:55;0;07.02.2016 17:51;07.02.2016 17:57;9;10;1;J;178;07.02.2016 18:06;07.02.2016 18:25;9;27;18;
4U;2885;FCO;320;67;07.02.2016 17:55;1;07.02.2016 17:55;07.02.2016 17:59;43;31;1;J;174;07.02.2016 18:07;07.02.2016 18:09;8;10;2;
EW;4975;BRE;CR9;77;07.02.2016 18:00;1;07.02.2016 17:49;07.02.2016 17:52;52;11;1;J;90;07.02.2016 18:03;07.02.2016 18:04;11;12;1;
4U;2018;SXF;319;118;07.02.2016 18:00;1;07.02.2016 18:13;07.02.2016 18:03;41;;0;J;144;;;;;;
AB;8779;VCE;DH4;67;07.02.2016 18:00;1;07.02.2016 18:05;07.02.2016 18:08;50;30;1;J;76;07.02.2016 18:21;07.02.2016 18:23;13;15;2;Verzögerung beim Gepäcktransport
4U;2072;LEJ;319;67;07.02.2016 18:00;1;07.02.2016 17:59;07.02.2016 17:52;40;;0;J;144;;;;;;
X3;2255;ACE;73H;175;07.02.2016 18:05;1;07.02.2016 18:01;07.02.2016 18:04;31;32;1;J;189;07.02.2016 18:21;07.02.2016 18:38;17;35;18;
4U;2592;PMI;320;173;07.02.2016 18:05;1;07.02.2016 18:20;07.02.2016 18:10;45;;0;J;174;;;;;;
EZY;2572;MXP;319;108;07.02.2016 18:10;1;07.02.2016 18:15;07.02.2016 18:02;19;;0;J;156;;;;;;
AF;1808;CDG;E90;60;07.02.2016 18:15;1;07.02.2016 17:54;07.02.2016 17:57;14*;20;1;J;100;07.02.2016 18:09;07.02.2016 18:11;12;14;2;
LX;1174;ZRH;E90;42;07.02.2016 18:15;1;07.02.2016 18:08;07.02.2016 18:13;42;31;1;J;112;07.02.2016 18:22;07.02.2016 18:23;9;10;1;
4U;2005;TXL;319;122;07.02.2016 18:15;1;07.02.2016 19:01;07.02.2016 19:04;10;10;1;J;144;07.02.2016 19:11;07.02.2016 19:12;7;8;1;
KL;1876;AMS;E90;74;07.02.2016 18:20;1;07.02.2016 18:37;07.02.2016 18:31;53;;0;J;100;;;;;;
AB;6553;TXL;319;97;07.02.2016 18:20;1;07.02.2016 18:09;07.02.2016 18:13;13;30;1;J;150;07.02.2016 18:23;07.02.2016 18:28;10;15;5;
4U;2063;RLG;319;76;07.02.2016 18:30;1;07.02.2016 18:18;07.02.2016 18:21;44;11;1;J;144;07.02.2016 18:31;07.02.2016 18:32;11;11;0;
EW;4998;BRU;CR9;55;07.02.2016 18:35;1;07.02.2016 18:44;07.02.2016 18:38;52;;0;J;90;;;;;;
4U;2027;DRS;319;116;07.02.2016 18:40;1;07.02.2016 18:30;07.02.2016 18:34;45;11;1;J;144;07.02.2016 18:49;07.02.2016 18:53;16;19;3;
4U;3016;HAJ;319;89;07.02.2016 18:40;1;07.02.2016 18:32;07.02.2016 18:36;40;10;1;J;144;07.02.2016 18:47;07.02.2016 18:48;11;12;1;
AB;6614;HAJ;DH4;31;07.02.2016 18:40;1;07.02.2016 18:42;07.02.2016 18:37;50;;0;J;76;;;;;;
4U;2822;MXP;320;45;07.02.2016 18:45;1;07.02.2016 19:06;07.02.2016 18:46;43;;0;J;174;;;;;;
4U;2006;TXL;319;132;07.02.2016 18:45;1;07.02.2016 18:51;07.02.2016 18:40;12;;0;J;144;;;;;;
OS;187;VIE;F70;52;07.02.2016 18:45;1;07.02.2016 18:35;07.02.2016 18:39;41;30;1;J;80;07.02.2016 18:50;07.02.2016 18:52;11;13;2;
BA;920;LHR;320;55;07.02.2016 18:45;0;07.02.2016 18:28;07.02.2016 18:32;15;31;1;J;168;07.02.2016 18:41;07.02.2016 18:46;9;13;4;
AF;1809;CDG;E90;64;07.02.2016 18:55;1;07.02.2016 19:05;07.02.2016 18:52;14;;0;J;100;;;;;;
TK;1706;IST;32B;176;07.02.2016 18:55;0;07.02.2016 19:12;07.02.2016 18:58;9;;0;J;178;;;;;;
A3;510;ATH SKG;320;148;07.02.2016 19:00;1;07.02.2016 18:59;07.02.2016 19:07;12*;20;1;J;174;07.02.2016 19:18;07.02.2016 19:30;12;24;12;Verzögerung bei der Ausladung
4U;2756;VIE;319;88;07.02.2016 19:00;1;07.02.2016 19:03;07.02.2016 18:57;44;;0;J;144;;;;;;
4U;2042;HAM;319;140;07.02.2016 19:05;1;07.02.2016 20:05;07.02.2016 19:56;10;;0;J;144;;;;;;
AB;6556;TXL;319;84;07.02.2016 19:05;1;07.02.2016 19:10;07.02.2016 19:00;13;;0;J;150;;;;;;
LH;137;FRA;319;62;07.02.2016 19:10;1;07.02.2016 19:15;07.02.2016 19:04;11;;0;J;138;;;;;;
4U;2378;STN;319;124;07.02.2016 19:15;0;07.02.2016 19:51;07.02.2016 19:41;45;;0;J;144;;;;;;
LX;1175;ZRH;E90;67;07.02.2016 19:25;1;07.02.2016 19:33;07.02.2016 19:25;42;;0;J;112;;;;;;
4U;2784;BUD;319;132;07.02.2016 19:25;1;07.02.2016 19:30;07.02.2016 19:21;40;;0;J;144;;;;;;
OS;188;VIE;F70;33;07.02.2016 19:25;1;07.02.2016 19:32;07.02.2016 19:21;41;;0;J;80;;;;;;
BE;7127;BHX;E75;51;07.02.2016 19:30;0;07.02.2016 19:35;07.02.2016 19:38;9;10;1;J;88;07.02.2016 19:49;07.02.2016 19:50;11;12;1;
BA;919;LHR;320;95;07.02.2016 19:35;0;07.02.2016 20:18;07.02.2016 20:04;15;;0;J;168;;;;;;
AB;6663;HAM;73W;98;07.02.2016 19:35;1;07.02.2016 19:25;07.02.2016 19:27;13;30;1;J;144;07.02.2016 19:35;07.02.2016 19:36;7;8;1;
