AIRLINE;TRIP;ROU;TYP;PAX;ST;SCHENGEN;AT;BT;POS;BELT;BOUND;HANDLING_TYPE;SIKA;BELT_FIRST;BELT_LAST;EG;LG;DAUER_AUSGABE;STOERGRUND_GD
LX;1179;ZRH;100;76;01.02.2016 05:50;1;01.02.2016 06:03;01.02.2016 05:49;17;;0;J;100;;;;;;
KL;1866;AMS;E90;89;01.02.2016 06:00;1;01.02.2016 06:04;01.02.2016 05:49;15;;0;J;100;;;;;;
SK;668;CPH;CR9;56;01.02.2016 06:00;1;01.02.2016 06:06;01.02.2016 05:58;56;;0;J;88;;;;;;
XG;1790;ESB;73H;148;01.02.2016 06:05;0;01.02.2016 06:01;01.02.2016 06:05;33;31;1;J;189;01.02.2016 06:16;01.02.2016 06:33;11;29;18;
AB;6530;TXL;DH4;47;01.02.2016 06:20;1;01.02.2016 06:27;01.02.2016 06:22;61D;;0;J;76;;;;;;
AB;6650;HAM;320;110;01.02.2016 06:30;1;01.02.2016 06:31;01.02.2016 06:20;13;;0;J;180;;;;;;
4U;2012;SXF;319;71;01.02.2016 06:35;1;01.02.2016 06:38;01.02.2016 06:27;10;;0;J;144;;;;;;
4U;2014;TXL;319;90;01.02.2016 06:40;1;01.02.2016 06:48;01.02.2016 06:38;40;;0;J;150;;;;;;
4U;2024;DRS;320;62;01.02.2016 06:40;1;01.02.2016 06:46;01.02.2016 06:36;42;;0;J;174;;;;;;
4U;2044;HAM;320;68;01.02.2016 06:40;1;01.02.2016 06:42;01.02.2016 06:34;46;;0;J;174;;;;;;
AB;6833;DUS;DH4;59;01.02.2016 06:40;1;01.02.2016 06:45;01.02.2016 06:36;62D;;0;J;76;;;;;;
AF;1609;CDG;E90;52;01.02.2016 06:45;1;01.02.2016 06:56;01.02.2016 06:41;14;;0;J;100;;;;;;
4U;2780;BUD;319;85;01.02.2016 06:45;1;01.02.2016 06:53;01.02.2016 06:40;43;;0;J;144;;;;;;
4U;2052;HAJ;319;84;01.02.2016 06:45;1;01.02.2016 06:54;01.02.2016 06:44;50;;0;J;150;;;;;;
AB;7223;AUH BUD;32A;87;01.02.2016 06:50;0;01.02.2016 07:46;01.02.2016 07:49;15;32;1;J;146;01.02.2016 08:07;01.02.2016 08:14;18;24;6;
4U;2528;BCN;319;98;01.02.2016 06:50;1;01.02.2016 07:00;01.02.2016 06:51;45;;0;J;144;;;;;;
EW;4904;MXP;CR9;53;01.02.2016 06:50;1;01.02.2016 07:03;01.02.2016 06:52;64D;;0;J;90;;;;;;
4U;2074;LEJ;319;41;01.02.2016 06:55;1;01.02.2016 06:57;01.02.2016 06:44;44;;0;J;144;;;;;;
4U;2160;BRU;319;82;01.02.2016 06:55;1;01.02.2016 07:04;01.02.2016 06:54;19;;0;J;144;;;;;;
4U;2758;VIE;319;84;01.02.2016 06:55;1;01.02.2016 06:59;01.02.2016 06:49;51;;0;J;144;;;;;;
4U;6900;DUS;320;0;01.02.2016 07:00;1;01.02.2016 06:36;01.02.2016 06:40;52;;1;P;0;;;;;;
LH;127;FRA;733;120;01.02.2016 07:00;1;01.02.2016 07:16;01.02.2016 07:02;11;;0;J;139;;;;;;
TK;1710;IST;320;104;01.02.2016 07:00;0;01.02.2016 07:26;01.02.2016 07:11;9;;0;J;159;;;;;;
AB;6610;HAJ;DH4;63;01.02.2016 07:05;1;01.02.2016 07:06;01.02.2016 07:02;63D;;0;J;76;;;;;;
4U;2462;LHR;320;71;01.02.2016 07:10;0;01.02.2016 07:37;01.02.2016 07:28;52;;0;J;174;;;;;;
4U;2039;BRE;319;113;01.02.2016 07:10;1;01.02.2016 06:51;01.02.2016 06:57;41;11;1;J;144;01.02.2016 07:06;01.02.2016 07:08;9;11;2;
AB;6532;TXL;320;81;01.02.2016 07:20;1;01.02.2016 07:22;01.02.2016 07:11;16;;0;J;180;;;;;;
TJT;41;LYS;BEH;9;01.02.2016 07:35;1;01.02.2016 07:34;01.02.2016 07:39;62D;40;1;J;19;01.02.2016 07:45;01.02.2016 07:45;6;6;0;
AB;6531;TXL;320;84;01.02.2016 07:35;1;01.02.2016 07:13;01.02.2016 07:18;14;31;1;J;180;01.02.2016 07:25;01.02.2016 07:29;7;12;5;
4U;2030;BRE;319;125;01.02.2016 07:45;1;01.02.2016 07:45;01.02.2016 07:36;41;;0;J;144;;;;;;
AB;6651;HAM;73W;136;01.02.2016 07:45;1;01.02.2016 07:29;01.02.2016 07:33;13;30;1;J;144;01.02.2016 07:43;01.02.2016 07:45;10;12;2;
LX;1164;ZRH;AR1;18;01.02.2016 07:50;1;01.02.2016 07:48;01.02.2016 07:54;43;31;1;J;97;01.02.2016 08:00;01.02.2016 08:00;6;6;0;
OS;180;VIE;319;88;01.02.2016 07:50;1;01.02.2016 08:00;01.02.2016 07:46;12;;0;J;138;;;;;;
4U;8000;TXL;319;90;01.02.2016 07:55;1;01.02.2016 07:36;01.02.2016 07:41;10;11;1;J;144;01.02.2016 07:48;01.02.2016 07:50;7;9;2;
AB;6832;DUS;DH4;68;01.02.2016 07:55;1;01.02.2016 07:55;01.02.2016 07:59;61D;31;1;J;76;01.02.2016 08:14;01.02.2016 08:15;15;16;1;
4U;7046;HAM;319;115;01.02.2016 07:55;1;01.02.2016 07:38;01.02.2016 07:42;11;10;1;J;150;01.02.2016 07:50;01.02.2016 07:52;8;10;2;
OS;241;GRZ;F70;73;01.02.2016 07:55;1;01.02.2016 07:50;01.02.2016 07:54;44;30;1;J;80;01.02.2016 08:03;01.02.2016 08:05;9;11;2;
TJT;42;LYS;BEH;6;01.02.2016 08:05;1;01.02.2016 08:06;01.02.2016 08:01;62D;;0;J;19;;;;;;
LH;126;FRA;319;41;01.02.2016 08:15;1;01.02.2016 08:10;01.02.2016 08:13;12;11;1;J;138;01.02.2016 08:22;01.02.2016 08:24;9;11;2;
IS;501;FMO;J32;9;01.02.2016 08:20;1;01.02.2016 08:05;01.02.2016 08:10;63D;10;1;J;19;01.02.2016 08:15;01.02.2016 08:15;5;6;1;
AB;6534;TXL;320;94;01.02.2016 08:20;1;01.02.2016 08:31;01.02.2016 08:19;14;;0;J;180;;;;;;
LX;1165;ZRH;AR1;73;01.02.2016 08:20;1;01.02.2016 08:29;01.02.2016 08:23;43;;0;J;97;;;;;;
AB;6652;HAM;73W;130;01.02.2016 08:25;1;01.02.2016 08:35;01.02.2016 08:22;13;;0;J;144;;;;;;
AB;6835;DUS;DH4;64;01.02.2016 08:25;1;01.02.2016 08:34;01.02.2016 08:26;61D;;0;J;76;;;;;;
4U;7047;HAM;319;84;01.02.2016 08:30;1;01.02.2016 08:37;01.02.2016 08:25;11;;0;J;150;;;;;;
OS;242;GRZ;F70;42;01.02.2016 08:30;1;01.02.2016 08:32;01.02.2016 08:25;44;;0;J;80;;;;;;
4U;8001;TXL;319;75;01.02.2016 08:30;1;01.02.2016 08:40;01.02.2016 08:29;10;;0;J;144;;;;;;
OS;177;VIE;E95;90;01.02.2016 08:35;1;01.02.2016 08:24;01.02.2016 08:29;45;30;1;J;120;01.02.2016 08:40;01.02.2016 08:43;11;14;3;
DL;116;ATL;76W;135;01.02.2016 08:35;0;01.02.2016 08:13;01.02.2016 08:18;9;10;1;J;210;01.02.2016 08:26;01.02.2016 08:42;8;24;16;
X3;1476;HAJ AJR;73H;35;01.02.2016 08:40;1;01.02.2016 08:47;01.02.2016 08:35;34;;0;J;189;;;;;;
4U;8010;TXL;319;118;01.02.2016 08:45;1;01.02.2016 08:27;01.02.2016 08:32;10;11;1;J;144;01.02.2016 08:39;01.02.2016 08:41;7;8;1;
IS;502;FMO;J32;4;01.02.2016 08:50;1;01.02.2016 08:49;01.02.2016 08:43;63D;;0;J;19;;;;;;
LH;131;FRA;319;117;01.02.2016 08:50;1;01.02.2016 09:02;01.02.2016 08:48;12;;0;J;138;;;;;;
LH;2144;MUC;E95;66;01.02.2016 09:00;1;01.02.2016 08:56;01.02.2016 08:58;11;11;1;J;120;01.02.2016 09:09;01.02.2016 09:11;11;13;2;
DE;216;HRG;320;170;01.02.2016 09:00;0;01.02.2016 09:18;01.02.2016 09:02;18;;0;C;180;;;;;;
DE;3778;HAJ;32B;0;01.02.2016 09:00;1;01.02.2016 09:06;01.02.2016 09:09;54;;1;P;0;;;;;;
4U;2025;DRS;320;92;01.02.2016 09:15;1;01.02.2016 08:59;01.02.2016 09:01;12;11;1;J;174;01.02.2016 09:09;01.02.2016 09:10;8;9;1;
4U;2053;HAJ;319;87;01.02.2016 09:15;1;01.02.2016 09:00;01.02.2016 09:05;42;10;1;J;150;01.02.2016 09:13;01.02.2016 09:15;8;9;1;
AB;6535;TXL;73W;114;01.02.2016 09:25;1;01.02.2016 09:10;01.02.2016 09:13;13;31;1;J;144;01.02.2016 09:20;01.02.2016 09:22;7;9;2;
4U;8011;TXL;319;62;01.02.2016 09:25;1;01.02.2016 09:29;01.02.2016 09:15;10;;0;J;144;;;;;;
4U;2075;LEJ;319;43;01.02.2016 09:30;1;01.02.2016 09:12;01.02.2016 09:15;43;11;1;J;144;01.02.2016 09:23;01.02.2016 09:24;8;9;1;Verzögerung bei der Ausladung
AB;6834;DUS;DH4;49;01.02.2016 09:30;1;01.02.2016 09:37;01.02.2016 09:41;61D;32;1;J;76;01.02.2016 09:51;01.02.2016 09:51;11;11;0;
SK;657;CPH;CR9;52;01.02.2016 09:35;1;01.02.2016 09:35;01.02.2016 09:40;44;30;1;J;88;01.02.2016 09:48;01.02.2016 09:49;8;9;1;
4U;2161;BRU;319;43;01.02.2016 09:40;1;01.02.2016 09:27;01.02.2016 09:31;41;40;1;J;144;01.02.2016 09:40;01.02.2016 09:41;9;10;1;
LH;2145;MUC;E95;94;01.02.2016 09:40;1;01.02.2016 09:47;01.02.2016 09:38;11;;0;J;120;;;;;;
AB;6653;HAM;320;169;01.02.2016 09:45;1;01.02.2016 09:41;01.02.2016 09:44;34;30;1;J;180;01.02.2016 09:56;01.02.2016 09:59;12;15;3;
4U;2013;SXF;319;109;01.02.2016 09:45;1;01.02.2016 09:19;01.02.2016 09:24;46;11;1;J;144;01.02.2016 09:28;01.02.2016 09:29;4;6;2;
4U;2015;TXL;319;53;01.02.2016 09:45;1;01.02.2016 09:39;01.02.2016 09:43;40;10;1;J;150;01.02.2016 09:53;01.02.2016 09:54;10;12;2;
4U;2045;HAM;320;136;01.02.2016 09:45;1;01.02.2016 09:30;01.02.2016 09:33;52;11;1;J;174;01.02.2016 09:47;01.02.2016 09:51;15;18;3;
AB;7222;AUH;32A;71;01.02.2016 09:45;0;01.02.2016 10:00;01.02.2016 09:48;15;;0;J;146;;;;;;
EZY;8523;LGW;320;60;01.02.2016 09:50;0;01.02.2016 09:24;01.02.2016 09:28;18;31;1;J;180;01.02.2016 09:41;01.02.2016 09:42;14;14;0;
4U;5202;AJR;320;160;01.02.2016 09:50;1;01.02.2016 10:12;01.02.2016 10:02;12;;0;C;174;;;;;;
AB;6611;HAJ;DH4;58;01.02.2016 09:55;1;01.02.2016 09:32;01.02.2016 09:34;62D;32;1;J;76;01.02.2016 09:47;01.02.2016 09:48;13;14;1;
DE;1422;SPC;32B;200;01.02.2016 10:00;1;01.02.2016 10:21;01.02.2016 10:10;54;;0;J;220;;;;;;
AB;6837;DUS;DH4;57;01.02.2016 10:00;1;01.02.2016 10:14;01.02.2016 10:08;61D;;0;J;76;;;;;;
BE;7121;BHX;E75;67;01.02.2016 10:00;0;01.02.2016 09:43;01.02.2016 09:47;55;31;1;J;88;01.02.2016 09:57;01.02.2016 09:58;10;12;2;
BA;918;LHR;319;68;01.02.2016 10:05;0;01.02.2016 09:53;01.02.2016 09:55;16;32;1;J;143;01.02.2016 10:02;01.02.2016 10:05;8;10;2;
AF;1408;CDG;E90;82;01.02.2016 10:05;1;01.02.2016 09:57;01.02.2016 10:00;14*;41;1;J;100;01.02.2016 10:13;01.02.2016 10:23;13;22;9;
SK;658;CPH;CR9;36;01.02.2016 10:05;1;01.02.2016 10:16;01.02.2016 10:06;44;;0;J;88;;;;;;
EW;4905;MXP;CR9;29;01.02.2016 10:10;1;01.02.2016 10:08;01.02.2016 10:11;63D;10;1;J;90;01.02.2016 10:22;01.02.2016 10:23;11;12;1;
4U;2376;STN;319;71;01.02.2016 10:10;0;01.02.2016 10:20;01.02.2016 10:08;43;;0;J;144;;;;;;
4U;2759;VIE;319;87;01.02.2016 10:15;1;01.02.2016 10:03;01.02.2016 10:06;53;10;1;J;144;01.02.2016 10:16;01.02.2016 10:18;11;12;1;Verzögerung beim Gepäcktransport
4U;2781;BUD;319;80;01.02.2016 10:15;1;01.02.2016 09:58;01.02.2016 10:02;51;11;1;J;144;01.02.2016 10:14;01.02.2016 10:15;12;13;1;
EZY;8524;LGW;320;72;01.02.2016 10:20;0;01.02.2016 10:27;01.02.2016 10:14;18;;0;J;180;;;;;;
LX;1176;ZRH;AR1;39;01.02.2016 10:20;1;01.02.2016 10:18;01.02.2016 10:23;44;30;1;J;97;01.02.2016 10:32;01.02.2016 10:33;9;10;1;
DL;117;ATL;76W;186;01.02.2016 10:20;0;01.02.2016 10:17;01.02.2016 10:02;9;;0;J;210;;;;;;
TK;1701;IST;321;96;01.02.2016 10:25;0;01.02.2016 10:49;01.02.2016 10:55;25;10;1;J;180;01.02.2016 11:03;01.02.2016 11:16;9;21;12;Verzögerung beim Gepäcktransport, Verzögerung beim Gepäcktransport
EZY;6915;EDI;319;51;01.02.2016 10:30;0;01.02.2016 10:06;01.02.2016 10:10;19;31;1;J;156;01.02.2016 10:16;01.02.2016 10:17;6;7;1;
4U;2031;BRE;319;72;01.02.2016 10:30;1;01.02.2016 10:10;01.02.2016 10:14;50;11;1;J;144;01.02.2016 10:23;01.02.2016 10:24;10;11;1;
LH;128;FRA;319;88;01.02.2016 10:30;1;01.02.2016 10:31;01.02.2016 10:33;10;10;1;J;138;01.02.2016 10:43;01.02.2016 10:49;10;16;6;
0B;129;OTP;734;138;01.02.2016 10:30;0;01.02.2016 10:38;01.02.2016 10:41;56;30;1;J;168;01.02.2016 10:54;01.02.2016 11:03;13;22;9;
OS;178;VIE;E95;72;01.02.2016 10:35;1;01.02.2016 10:37;01.02.2016 10:29;45;;0;J;120;;;;;;
BE;7122;BHX;E75;60;01.02.2016 10:40;0;01.02.2016 10:47;01.02.2016 10:40;55;;0;J;88;;;;;;
EZY;7581;OPO;320;173;01.02.2016 10:40;1;01.02.2016 10:15;01.02.2016 10:21;17;31;1;J;180;01.02.2016 10:34;01.02.2016 10:37;13;16;3;
BA;917;LHR;319;65;01.02.2016 10:45;0;01.02.2016 10:52;01.02.2016 10:40;16;;0;J;143;;;;;;
AF;1409;CDG;E90;82;01.02.2016 10:50;1;01.02.2016 11:04;01.02.2016 10:46;14;;0;J;100;;;;;;
AB;6537;TXL;320;69;01.02.2016 10:50;1;01.02.2016 10:33;01.02.2016 10:36;12;11;1;J;180;01.02.2016 10:47;01.02.2016 10:50;12;14;2;
AB;6540;TXL;73W;82;01.02.2016 10:55;1;01.02.2016 10:59;01.02.2016 10:46;13;;0;J;144;;;;;;
4U;2976;ZAG;319;55;01.02.2016 10:55;0;01.02.2016 10:56;01.02.2016 10:50;53;;0;J;144;;;;;;
SU;2336;SVO;73H;151;01.02.2016 10:55;0;01.02.2016 10:55;01.02.2016 11:03;15;32;1;J;158;01.02.2016 11:14;01.02.2016 11:21;11;18;7;
LX;1177;ZRH;AR1;56;01.02.2016 11:00;1;01.02.2016 11:12;01.02.2016 11:05;44;;0;J;97;;;;;;
0B;330;SBZ;734;105;01.02.2016 11:00;0;01.02.2016 11:30;01.02.2016 11:24;56;;0;J;168;;;;;;
EZY;6916;EDI;319;62;01.02.2016 11:00;0;01.02.2016 11:02;01.02.2016 10:48;19;;0;J;156;;;;;;
LH;133;FRA;319;91;01.02.2016 11:05;1;01.02.2016 11:14;01.02.2016 11:02;10;;0;J;138;;;;;;
EZY;7582;OPO;320;166;01.02.2016 11:10;1;01.02.2016 11:22;01.02.2016 11:10;17;;0;J;180;;;;;;
4U;2529;BCN;319;43;01.02.2016 11:15;1;01.02.2016 11:01;01.02.2016 11:04;45;11;1;J;144;01.02.2016 11:11;01.02.2016 11:12;8;9;1;
TK;1702;IST;321;103;01.02.2016 11:20;0;01.02.2016 12:01;01.02.2016 11:50;25;;0;J;180;;;;;;
4U;2463;LHR;320;59;01.02.2016 11:20;0;01.02.2016 11:10;01.02.2016 11:13;43;31;1;J;174;01.02.2016 11:24;01.02.2016 11:26;10;12;2;
KL;1869;AMS;E90;92;01.02.2016 11:25;1;01.02.2016 11:19;01.02.2016 11:23;14;30;1;J;100;01.02.2016 11:31;01.02.2016 11:35;8;12;4;
I2;3664;MAD;320;115;01.02.2016 11:30;1;01.02.2016 11:07;01.02.2016 11:11;13;31;1;J;180;01.02.2016 11:22;01.02.2016 11:25;12;14;2;
EW;4979;HAM;CR9;84;01.02.2016 11:35;1;01.02.2016 11:20;01.02.2016 11:25;44;10;1;J;90;01.02.2016 11:37;01.02.2016 11:39;12;14;2;
AB;7688;PMI;320;179;01.02.2016 11:40;1;01.02.2016 11:57;01.02.2016 11:46;12;;0;J;180;;;;;;
4U;8002;TXL;319;104;01.02.2016 11:40;1;01.02.2016 11:16;01.02.2016 11:20;10;11;1;J;144;01.02.2016 11:29;01.02.2016 11:32;9;13;4;
X3;2218;TFS;73H;150;01.02.2016 11:50;1;01.02.2016 11:59;01.02.2016 11:47;32;;0;J;189;;;;;;
4U;6903;DUS;320;0;01.02.2016 12:00;1;01.02.2016 12:05;01.02.2016 11:59;43;;0;P;0;;;;;;
I2;3665;MAD;320;120;01.02.2016 12:05;1;01.02.2016 12:06;01.02.2016 11:56;13;;0;J;180;;;;;;
SU;2337;SVO;73H;77;01.02.2016 12:05;0;01.02.2016 12:12;01.02.2016 12:01;15;;0;J;158;;;;;;
KL;1870;AMS;E90;82;01.02.2016 12:10;1;01.02.2016 12:40;01.02.2016 12:33;14;;0;J;100;;;;;;
4U;8003;TXL;319;97;01.02.2016 12:15;1;01.02.2016 12:20;01.02.2016 12:06;10;;0;J;144;;;;;;
EW;4978;HAM;CR9;70;01.02.2016 12:15;1;01.02.2016 12:22;01.02.2016 12:14;44;;0;J;90;;;;;;
LH;2146;MUC;CR9;66;01.02.2016 12:25;1;01.02.2016 12:24;01.02.2016 12:26;17;11;1;J;90;01.02.2016 12:40;01.02.2016 12:42;14;16;2;
4U;2460;LHR;319;64;01.02.2016 12:25;0;01.02.2016 13:09;01.02.2016 13:02;41;;0;J;144;;;;;;
LH;2147;MUC;CR9;60;01.02.2016 13:00;1;01.02.2016 13:10;01.02.2016 13:01;17;;0;J;90;;;;;;
PC;321;SAW;73H;118;01.02.2016 13:05;0;01.02.2016 13:31;01.02.2016 13:33;15;32;1;J;189;01.02.2016 13:48;01.02.2016 13:53;15;20;5;
8Q;495;IST;320;64;01.02.2016 13:15;0;01.02.2016 13:28;01.02.2016 13:35;18;31;1;J;180;01.02.2016 13:52;01.02.2016 13:55;16;20;4;
LX;1168;ZRH;AR1;23;01.02.2016 13:20;1;01.02.2016 13:17;01.02.2016 13:20;13;30;1;J;97;01.02.2016 13:26;01.02.2016 13:27;6;7;1;
X3;2174;FUE;73H;186;01.02.2016 13:40;1;01.02.2016 13:51;01.02.2016 13:40;31;;0;J;189;;;;;;
4U;2377;STN;319;68;01.02.2016 13:45;0;01.02.2016 13:34;01.02.2016 13:37;44;31;1;J;144;01.02.2016 13:44;01.02.2016 13:46;7;9;2;
TK;1703;IST;319;67;01.02.2016 13:45;0;01.02.2016 14:21;01.02.2016 14:29;9;10;1;J;132;01.02.2016 14:43;01.02.2016 14:46;14;17;3;
PC;322;SAW;73H;129;01.02.2016 13:45;0;01.02.2016 14:38;01.02.2016 14:28;15;;0;J;189;;;;;;
8Q;496;IST;320;94;01.02.2016 13:55;0;01.02.2016 14:24;01.02.2016 14:12;18;;0;J;180;;;;;;
LH;130;FRA;733;91;01.02.2016 13:55;1;01.02.2016 14:04;01.02.2016 14:07;10;11;1;J;139;01.02.2016 14:13;01.02.2016 14:20;7;13;6;
4U;2977;ZAG;319;92;01.02.2016 14:00;0;01.02.2016 13:49;01.02.2016 13:53;41;32;1;J;144;01.02.2016 14:00;01.02.2016 14:02;8;9;1;
AB;6545;TXL;DH4;51;01.02.2016 14:10;1;01.02.2016 14:14;01.02.2016 14:18;61D;30;1;J;76;01.02.2016 14:29;01.02.2016 14:33;11;14;3;
AF;1508;CDG;E90;65;01.02.2016 14:20;1;01.02.2016 14:09;01.02.2016 14:13;14*;40;1;J;100;01.02.2016 14:29;01.02.2016 14:32;15;18;3;
LH;135;FRA;733;85;01.02.2016 14:30;1;01.02.2016 14:55;01.02.2016 14:44;10;;0;J;139;;;;;;
VY;1866;BCN;32A;139;01.02.2016 14:40;1;01.02.2016 14:28;01.02.2016 14:32;12;11;1;J;186;01.02.2016 14:42;01.02.2016 14:48;10;16;6;
4U;2754;VIE;320;72;01.02.2016 14:40;1;01.02.2016 14:42;01.02.2016 14:35;52;;0;J;174;;;;;;
TK;1704;IST;319;78;01.02.2016 14:45;0;01.02.2016 15:35;01.02.2016 15:22;9;;0;J;132;;;;;;
AB;6548;TXL;DH4;69;01.02.2016 14:55;1;01.02.2016 14:58;01.02.2016 14:53;61D;;0;J;76;;;;;;
AF;1509;CDG;E90;38;01.02.2016 15:00;1;01.02.2016 15:03;01.02.2016 14:52;14;;0;J;100;;;;;;
LX;1169;ZRH;AR1;41;01.02.2016 15:05;1;01.02.2016 15:16;01.02.2016 15:05;13;;0;J;97;;;;;;
4U;2004;TXL;319;88;01.02.2016 15:10;1;01.02.2016 15:08;01.02.2016 15:02;45;;0;J;144;;;;;;
FR;3246;MAN;73H;94;01.02.2016 15:10;0;01.02.2016 14:53;01.02.2016 14:56;15*;32;1;J;189;01.02.2016 15:03;01.02.2016 15:05;7;8;1;
EW;4996;BRU;CR9;20;01.02.2016 15:15;1;01.02.2016 15:19;01.02.2016 15:12;63D;;0;J;90;;;;;;
AB;6612;HAJ;DH4;17;01.02.2016 15:15;1;01.02.2016 15:13;01.02.2016 15:08;62D;;0;J;76;;;;;;
VY;1867;BCN;32A;100;01.02.2016 15:20;1;01.02.2016 15:21;01.02.2016 15:11;12;;0;J;186;;;;;;
4U;2040;HAM;319;99;01.02.2016 15:20;1;01.02.2016 15:29;01.02.2016 15:19;40;;0;J;150;;;;;;
4U;2032;BRE;319;63;01.02.2016 15:25;1;01.02.2016 15:26;01.02.2016 15:18;41;;0;J;144;;;;;;
4U;2072;LEJ;319;32;01.02.2016 15:30;1;01.02.2016 15:27;01.02.2016 15:19;44;;0;J;144;;;;;;
AB;6659;HAM;73W;105;01.02.2016 15:35;1;01.02.2016 15:23;01.02.2016 15:26;13;31;1;J;144;01.02.2016 15:34;01.02.2016 15:36;9;11;2;
FR;3247;MAN;73H;104;01.02.2016 15:35;0;01.02.2016 15:37;01.02.2016 15:25;15*;;0;J;189;;;;;;
4U;2050;HAJ;319;44;01.02.2016 15:40;1;01.02.2016 15:39;01.02.2016 15:33;51;;0;J;144;;;;;;
0B;329;SBZ;734;129;01.02.2016 15:40;0;01.02.2016 15:45;01.02.2016 15:48;17;31;1;J;168;01.02.2016 15:59;01.02.2016 16:02;11;14;3;
4U;2026;DRS;319;40;01.02.2016 16:05;1;01.02.2016 16:00;01.02.2016 15:52;42;;0;J;150;;;;;;
0B;130;OTP;734;119;01.02.2016 16:10;0;01.02.2016 16:29;01.02.2016 16:20;17;;0;J;168;;;;;;
LH;2148;MUC;E95;86;01.02.2016 16:10;1;01.02.2016 15:58;01.02.2016 16:01;11;10;1;J;120;01.02.2016 16:10;01.02.2016 16:12;9;11;2;
AB;6660;HAM;73W;113;01.02.2016 16:25;1;01.02.2016 16:35;01.02.2016 16:23;13;;0;J;144;;;;;;
4U;2461;LHR;319;46;01.02.2016 16:30;0;01.02.2016 16:40;01.02.2016 16:43;44;32;1;J;144;01.02.2016 16:50;01.02.2016 16:51;8;8;0;
OS;183;VIE;100;24;01.02.2016 16:40;1;01.02.2016 16:22;01.02.2016 16:25;14;30;1;J;100;01.02.2016 16:30;01.02.2016 16:31;5;7;2;
AB;6552;TXL;320;94;01.02.2016 16:45;1;01.02.2016 16:44;01.02.2016 16:35;34;;0;J;180;;;;;;
4U;7042;HAM;319;104;01.02.2016 16:45;1;01.02.2016 16:31;01.02.2016 16:34;12;11;1;J;150;01.02.2016 16:41;01.02.2016 16:43;7;10;3;
LH;2149;MUC;E95;63;01.02.2016 16:50;1;01.02.2016 16:57;01.02.2016 16:47;11;;0;J;120;;;;;;
AB;6842;DUS;DH4;68;01.02.2016 16:55;1;01.02.2016 16:36;01.02.2016 16:40;45;31;1;J;76;01.02.2016 16:49;01.02.2016 16:50;8;9;1;
4U;2464;LHR;319;54;01.02.2016 17:05;0;01.02.2016 17:22;01.02.2016 17:14;60;;0;J;144;;;;;;
4U;5203;AJR;320;64;01.02.2016 17:05;1;01.02.2016 16:39;01.02.2016 16:41;10;10;1;C;174;01.02.2016 16:54;01.02.2016 16:57;13;16;3;
4U;2520;BCN;319;51;01.02.2016 17:10;1;01.02.2016 17:11;01.02.2016 17:04;50;;0;J;144;;;;;;
SK;1655;CPH;CR9;37;01.02.2016 17:15;1;01.02.2016 17:09;01.02.2016 17:12;17;30;1;J;88;01.02.2016 17:20;01.02.2016 17:21;9;9;0;
4U;7043;HAM;319;80;01.02.2016 17:20;1;01.02.2016 17:24;01.02.2016 17:14;12;;0;J;150;;;;;;
4U;2180;AMS;319;48;01.02.2016 17:30;1;01.02.2016 17:36;01.02.2016 17:29;44;;0;J;144;;;;;;
AB;6845;DUS;DH4;40;01.02.2016 17:35;1;01.02.2016 17:42;01.02.2016 17:33;45;;0;J;76;;;;;;
EZY;2571;MXP;319;100;01.02.2016 17:40;1;01.02.2016 17:30;01.02.2016 17:34;19;32;1;J;156;01.02.2016 17:42;01.02.2016 17:43;8;9;1;
LH;132;FRA;320;79;01.02.2016 17:40;1;01.02.2016 18:06;01.02.2016 18:09;11;11;1;J;168;01.02.2016 18:36;01.02.2016 18:39;27;30;3;Verzögerung bei der Ausladung
SK;1656;CPH;CR9;31;01.02.2016 17:45;1;01.02.2016 17:50;01.02.2016 17:37;17;;0;J;88;;;;;;
KL;1875;AMS;F70;72;01.02.2016 17:45;1;01.02.2016 17:39;01.02.2016 17:46;24;31;1;J;80;01.02.2016 17:56;01.02.2016 17:58;10;11;1;
4U;2755;VIE;320;68;01.02.2016 17:50;1;01.02.2016 17:28;01.02.2016 17:33;12;10;1;J;174;01.02.2016 17:41;01.02.2016 17:42;8;9;1;
OS;184;VIE;100;21;01.02.2016 17:50;1;01.02.2016 17:45;01.02.2016 17:35;14;;0;J;100;;;;;;
4U;2784;BUD;320;96;01.02.2016 17:55;1;01.02.2016 18:07;01.02.2016 17:52;10;;0;J;174;;;;;;
TK;1705;IST;32B;82;01.02.2016 17:55;0;01.02.2016 18:14;01.02.2016 18:20;9;10;1;J;180;01.02.2016 18:26;01.02.2016 18:37;6;17;11;
EW;4997;BRU;CR9;33;01.02.2016 18:00;1;01.02.2016 17:47;01.02.2016 17:51;51;41;1;J;90;01.02.2016 17:59;01.02.2016 18:01;7;9;2;
4U;2018;SXF;319;97;01.02.2016 18:00;1;01.02.2016 17:57;01.02.2016 17:51;46;;0;J;144;;;;;;
4U;2073;LEJ;319;30;01.02.2016 18:05;1;01.02.2016 17:44;01.02.2016 17:47;42;10;1;J;144;01.02.2016 17:53;01.02.2016 17:53;6;6;0;
AB;6613;HAJ;DH4;38;01.02.2016 18:05;1;01.02.2016 17:41;01.02.2016 17:44;63D;30;1;J;76;01.02.2016 17:55;01.02.2016 17:56;11;11;0;
